"","estrato1","sex","age","oficio","relab","impa","maxEducLevel","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","ln_y","age2","Mujer"
"1","2","1",36,"39","2",1840833.33333333,"5","1","2","1",45,"1","0","0","5",1620833.25,14.2984509268268,1296,0
"2","2","1",51,"85","1",1378973.33333333,"6","0","1","1",48,"1","0","0","3",1378973.375,14.1368498491199,2601,0
"3","2","1",45,"45","1",883357,"3","0","1","1",56,"1","0","1","2",883357,13.6914847013882,2025,0
"4","2","1",61,"53","1",7e+05,"2","0","3","2",40,"0","0","0","4",7e+05,13.4588356140255,3721,0
"5","2","0",35,"13","2",1941500,"6","0","2","1",48,"1","0","0","5",1941500.125,14.4789714925371,1225,1
"6","2","0",35,"42","1",1083000,"5","1","1","1",40,"1","0","0","5",1083000,13.8952455259831,1225,1
"7","2","1",39,"33","1",1616333.33333333,"6","0","1","1",44,"1","0","0","5",1616333.375,14.2956707931979,1521,0
"8","2","1",29,"37","4",1e+06,"6","0","1","2",40,"0","1","1","1",1e+06,13.8155105579643,841,0
"9","2","1",29,"45","1",779000,"5","1","1","1",54,"1","0","1","2",779000,13.5657663248529,841,0
"10","2","0",44,"57","4",3e+05,"4","0","1","2",42,"0","1","1","1",3e+05,12.6115377536383,1936,1
"11","2","1",31,"45","1",0,"5","1","1","1",55,"1","0","0","5",1137252.275,13.9441256258699,961,0
"12","2","1",55,"84","5",0,"5","1","3","2",48,"0","0","1","2",1093009.425,13.9044453901773,3025,0
"13","2","0",56,"55","1",820857,"3","0","1","1",48,"1","0","0","5",820857,13.6181041954319,3136,1
"14","2","1",23,"39","1",882333.416666667,"6","0","1","1",40,"1","0","0","5",882333.4375,13.6903253105993,529,0
"15","2","1",30,"53","1",949806.666666667,"5","1","1","1",54,"1","0","0","3",949806.6875,13.7640137560284,900,0
"16","2","0",50,"45","4",6e+05,"6","0","1","2",48,"0","1","1","1",6e+05,13.3046849341983,2500,1
"17","2","1",28,"39","1",949806.666666667,"6","0","1","1",48,"1","0","0","5",949806.6875,13.7640137560284,784,0
"18","2","0",54,"79","4",1500000,"4","0","3","2",66,"0","1","1","2",1500000,14.2209756660724,2916,1
"19","2","1",36,"37","1",3e+05,"5","1","3","2",16,"0","0","1","2",3e+05,12.6115377536383,1296,0
"20","2","0",53,"56","4",60000,"4","0","1","2",40,"0","1","1","1",60000,11.0020998412042,2809,1
"21","2","0",33,"39","1",1591500,"6","0","1","1",48,"1","0","0","3",1591500,14.2801875257043,1089,1
"22","2","1",38,"37","1",795883.666666667,"5","1","1","1",48,"1","0","0","5",795883.6875,13.5872083329186,1444,0
"23","2","1",51,"93","4",0,"5","1","1","2",48,"0","1","1","1",1188149.28819444,13.9879074344731,2601,0
"24","2","0",51,"55","1",1083333.33333333,"5","1","1","1",45,"1","0","0","4",1083333.375,13.8955533040993,2601,1
"25","2","1",43,"21","1",3633333.33333333,"6","0","1","1",48,"1","0","0","5",3633333.25,15.1056610355955,1849,0
"26","2","1",47,"98","4",1300000,"5","1","1","1",70,"1","1","1","1",1300000,14.0778748224318,2209,0
"27","2","0",41,"32","2",1659806.66666667,"5","1","2","1",40,"1","0","0","5",1659806.625,14.3222116625833,1681,1
"28","2","0",31,"97","1",826883.666666667,"5","1","1","1",48,"1","0","0","4",826883.6875,13.625419320221,961,1
"29","2","1",36,"98","1",825800.333333333,"4","0","1","1",48,"1","0","0","4",825800.375,13.6241083465391,1296,0
"30","2","0",50,"55","1",910333.416666667,"5","1","1","1",48,"1","0","0","5",910333.4375,13.7215662262147,2500,1
"31","2","0",42,"54","3",1087000,"5","1","1","1",48,"1","0","1","1",1087000,13.8989321661033,1764,1
"32","2","1",45,"98","1",1500000,"3","0","1","1",45,"1","0","0","3",1500000,14.2209756660724,2025,0
"33","2","1",20,"95","1",786000,"6","0","1","1",60,"1","0","0","5",786000,13.5747120714113,400,0
"34","2","1",49,"58","1",1283140,"5","1","1","1",48,"1","0","0","4",1283140,14.0648207568965,2401,0
"35","2","0",47,"55","4",2e+05,"5","1","1","2",9,"0","1","1","1",2e+05,12.2060726455302,2209,1
"36","2","1",24,"98","4",850000,"5","1","3","2",60,"0","1","1","1",850000,13.6529916284665,576,0
"37","2","1",27,"33","1",1333140,"6","0","1","1",42,"1","0","0","5",1333140,14.1030476199025,729,0
"38","2","0",24,"30","1",2450000,"6","0","1","1",40,"1","0","0","4",3050000,14.9306521485836,576,1
"39","2","0",47,"19","1",2283333.33333333,"6","0","1","1",84,"1","0","0","5",2283333.25,14.6411468850739,2209,1
"40","2","1",55,"83","4",1800000,"4","0","1","1",48,"1","1","1","1",1800000,14.4032972228664,3025,0
"41","3","1",21,"42","1",350000,"6","0","3","2",15,"0","0","0","3",350000,12.7656884334656,441,0
"42","2","1",29,"55","1",820857,"5","1","1","2",48,"0","0","1","2",820857,13.6181041954319,841,0
"43","3","0",63,"51","4",5e+05,"5","1","3","2",48,"0","1","1","1",5e+05,13.1223633774043,3969,1
"44","2","1",35,"98","1",1513140,"3","0","1","1",56,"1","0","0","5",1513140,14.2296975198843,1225,0
"45","2","0",56,"55","1",882333.416666667,"5","1","1","1",48,"1","0","0","5",882333.4375,13.6903253105993,3136,1
"46","2","0",53,"45","1",1275000,"5","1","1","1",48,"1","0","0","5",1275000,14.0584567365747,2809,1
"47","2","0",23,"39","1",1625000,"6","0","1","1",48,"1","0","0","5",1625000,14.301018373746,529,1
"48","2","1",41,"55","1",820857,"5","1","1","1",49,"1","0","0","3",820857,13.6181041954319,1681,0
"49","2","0",32,"32","1",820857,"5","1","1","2",48,"0","0","0","5",820857,13.6181041954319,1024,1
"50","2","1",62,"39","1",1550000,"3","0","3","2",84,"0","0","1","2",1200000,13.9978321147582,3844,0
"51","2","1",24,"84","1",1693140,"6","0","1","1",48,"1","0","0","5",1693140,14.3420953511399,576,0
"52","3","0",43,"13","2",3150000,"6","0","2","1",30,"1","0","0","5",3150000,14.9629130108018,1849,1
"53","3","1",55,"13","2",2925000,"6","0","2","1",30,"1","0","0","5",2925000,14.8888050386481,3025,0
"54","2","0",73,"54","3",737717,"3","0","1","1",40,"1","0","1","1",737717,13.5113155612049,5329,1
"55","2","1",51,"93","1",1e+06,"4","0","3","2",48,"0","0","1","2",1e+06,13.8155105579643,2601,0
"56","2","0",76,"79","4",80000,"2","0","3","2",30,"0","1","1","1",80000,11.289781913656,5776,1
"57","3","1",47,"45","4",5e+05,"5","1","3","2",60,"0","1","1","1",5e+05,13.1223633774043,2209,0
"58","3","0",56,"54","4",180000,"5","1","1","2",8,"0","1","1","1",180000,12.1007121298723,3136,1
"59","3","0",47,"97","1",882523.666666667,"5","1","1","1",48,"1","0","0","5",882523.6875,13.6905409087891,2209,1
"60","3","0",29,"39","1",1087140,"5","1","1","1",40,"1","0","0","4",1087140,13.8990609526582,841,1
"61","3","0",52,"57","5",0,"5","1","1","2",54,"0","0","1","2",752916.666666667,13.5317098322205,2704,1
"62","3","1",63,"84","5",6e+06,"5","1","1","2",48,"0","0","1","2",6e+06,15.6072700271923,3969,0
"63","3","0",25,"54","3",741473.333333333,"5","1","1","1",60,"1","0","1","1",741473.3125,13.5163944486784,625,1
"64","3","1",32,"18","4",1e+06,"6","0","1","1",50,"1","1","1","1",1e+06,13.8155105579643,1024,0
"65","3","0",24,"58","1",935166.666666667,"5","1","1","1",48,"1","0","0","5",935166.6875,13.7484800677827,576,1
"66","3","1",27,"58","1",941166.666666667,"5","1","1","1",48,"1","0","0","5",941166.6875,13.7548755415626,729,0
"67","3","0",63,"41","4",0,"2","0","3","2",60,"0","1","1","2",6e+05,13.3046849341983,3969,1
"68","3","1",71,"41","4",0,"2","0","3","2",60,"0","1","1","2",850000,13.6529916284665,5041,0
"69","4","1",52,"2","2",8977083.33333333,"6","0","1","1",45,"1","0","0","5",8977084,16.0101856659413,2704,0
"70","4","0",52,"2","2",6018333.33333333,"6","0","1","1",45,"1","0","0","5",6018333.5,15.6103209517187,2704,1
"71","4","1",25,"2","1",1461473.33333333,"6","0","1","1",48,"1","0","0","5",1461473.375,14.1949556457828,625,0
"72","4","0",53,"84","4",980000,"3","0","1","2",48,"0","1","1","1",980000,13.7953078506468,2809,1
"73","4","0",30,"2","1",2166666.66666667,"6","0","1","1",48,"1","0","0","4",2166666.75,14.5887004846593,900,1
"74","4","1",42,"57","5",0,"5","1","1","1",72,"1","0","0","3",5e+05,13.1223633774043,1764,0
"75","4","0",52,"57","5",0,"5","1","1","1",72,"1","0","0","3",7e+05,13.4588356140255,2704,1
"76","3","1",41,"39","4",0,"6","0","1","2",40,"0","1","1","1",3125438.8125,14.9550852512947,1681,0
"77","3","0",19,"33","1",916666.666666667,"6","0","1","1",48,"1","0","0","5",916666.6875,13.7284992037019,361,1
"78","3","0",37,"41","1",889357,"6","0","1","1",48,"1","0","0","5",889357,13.6982540086896,1369,1
"79","3","0",53,"57","4",0,"4","0","1","2",20,"0","1","1","1",779545.454545455,13.5664662782179,2809,1
"80","4","0",39,"21","4",737717,"6","0","1","2",20,"0","1","1","2",737717,13.5113155612049,1521,1
"81","4","1",41,"44","1",5416666.66666667,"6","0","1","1",48,"1","0","0","5",5416666.5,15.5049911473027,1681,0
"82","4","0",58,"51","5",0,"5","1","1","1",36,"1","0","0","3",1087985.6236413,13.8998384927457,3364,1
"83","4","0",33,"53","1",650000,"6","0","1","1",30,"1","0","0","3",650000,13.3847276418718,1089,1
"84","4","1",51,"53","5",0,"5","1","1","2",56,"0","0","0","3",1171871,13.9741121748018,2601,0
"85","3","1",59,"84","4",750000,"6","0","1","2",30,"0","1","1","1",750000,13.5278284855125,3481,0
"86","2","1",49,"81","4",0,"5","1","3","2",70,"0","1","1","1",66666.6640625,11.1074603177996,2401,0
"87","2","0",53,"55","1",849857,"5","1","1","1",48,"1","0","0","5",849857,13.6528233790192,2809,1
"88","3","0",60,"54","3",737717,"3","0","1","2",45,"0","0","1","1",737717,13.5113155612049,3600,1
"89","2","1",27,"3","4",120000,"6","0","3","2",9,"0","1","1","1",120000,11.6952470217642,729,0
"90","2","0",43,"13","2",1602000,"6","0","2","1",30,"1","0","0","5",1602000,14.2867634066104,1849,1
"91","2","0",62,"92","1",780000,"5","1","3","2",48,"0","0","0","3",780000,13.5670491986658,3844,1
"92","2","1",47,"98","1",3200000,"5","1","1","2",60,"0","0","0","3",3200000,14.97866136777,2209,0
"93","3","0",44,"37","1",7e+05,"6","0","1","1",10,"1","0","0","3",7e+05,13.4588356140255,1936,1
"94","3","0",40,"6","1",0,"6","0","1","1",40,"1","0","0","5",6283333.5,15.6534112097154,1600,1
"95","2","0",42,"57","4",8e+05,"5","1","1","2",40,"0","1","1","1",8e+05,13.5923670066501,1764,1
"96","2","1",23,"37","1",8e+05,"5","1","1","2",80,"0","0","1","2",8e+05,13.5923670066501,529,0
"97","3","1",38,"58","1",3201666.66666667,"4","0","1","1",84,"1","0","0","5",3201666.75,14.9791820915448,1444,0
"98","3","1",22,"38","1",766883.666666667,"5","1","1","1",48,"1","0","0","5",766883.6875,13.5500904228265,484,0
"99","3","0",21,"6","1",737717,"5","1","1","1",48,"1","0","1","2",737717,13.5113155612049,441,1
"100","3","1",47,"85","1",766883.666666667,"5","1","1","1",48,"1","0","0","4",766883.6875,13.5500904228265,2209,0
"101","3","0",50,"55","1",798967,"5","1","1","1",48,"1","0","0","5",798967.0625,13.5910750004944,2500,1
"102","3","1",35,"3","1",1541473.33333333,"6","0","1","1",50,"1","0","0","5",1541473.375,14.2482492540216,1225,0
"103","3","0",37,"54","1",889217,"6","0","1","1",40,"1","0","0","5",889217,13.698096579198,1369,1
"104","2","0",24,"21","1",1058300,"6","0","1","1",45,"1","0","0","5",1058300,13.8721744050818,576,1
"105","2","0",47,"54","3",320000,"4","0","3","2",36,"0","0","1","1",320000,12.6760762747759,2209,1
"106","2","1",43,"98","4",2e+06,"5","1","3","2",70,"0","1","1","1",2e+06,14.5086577385242,1849,0
"107","3","1",19,"84","4",1700000,"5","1","1","2",48,"0","1","0","3",1700000,14.3461388090264,361,0
"108","3","0",46,"54","3",360000,"5","1","1","2",40,"0","0","1","1",360000,12.7938593104323,2116,1
"109","2","0",57,"55","1",780000,"5","1","1","1",48,"1","0","0","5",780000,13.5670491986658,3249,1
"110","2","1",24,"58","1",6e+05,"5","1","3","2",16,"0","0","1","2",6e+05,13.3046849341983,576,0
"111","2","1",24,"58","1",0,"4","0","1","1",48,"1","0","0","3",1084447.26116071,13.8965809784315,576,0
"112","2","0",20,"33","1",737717,"6","0","1","1",48,"1","0","0","4",737717,13.5113155612049,400,1
"113","3","0",42,"13","4",0,"6","0","2","3",8,"1","1","0","5",1334726.5,14.1042369599141,1764,1
"114","2","0",57,"57","4",8e+05,"4","0","1","3",32,"1","1","1","1",8e+05,13.5923670066501,3249,1
"115","2","1",42,"93","1",737717,"4","0","3","2",50,"0","0","1","2",737717,13.5113155612049,1764,0
"116","2","1",25,"37","1",1274806.66666667,"5","1","1","1",48,"1","0","0","5",1274806.625,14.0583050584054,625,0
"117","3","0",58,"13","2",2333333.33333333,"6","0","2","1",30,"1","0","0","5",2333333.25,14.6628083826372,3364,1
"118","2","1",46,"39","1",2600000,"5","1","1","1",50,"1","0","0","4",2600000,14.7710220029917,2116,0
"119","2","1",54,"85","4",5e+05,"4","0","3","2",5,"0","1","1","1",5e+05,13.1223633774043,2916,0
"120","2","1",25,"45","1",950000,"5","1","1","1",48,"1","0","0","5",950000,13.7642172635767,625,0
"121","3","0",31,"6","1",2166666.66666667,"6","0","1","1",48,"1","0","0","5",2166666.75,14.5887004846593,961,1
"122","3","0",23,"2","1",1599806.66666667,"6","0","1","1",45,"1","0","0","5",1599806.625,14.2853933205309,529,1
"123","3","1",25,"39","1",903140,"6","0","1","1",40,"1","0","0","3",903140,13.7136328591415,625,0
"124","2","1",26,"77","1",1200000,"5","1","3","2",48,"0","0","1","2",1200000,13.9978321147582,676,0
"125","3","1",31,"11","5",4500000,"6","0","1","1",48,"1","0","1","2",4500000,15.3195879547405,961,0
"126","3","0",35,"21","1",4441000,"6","0","1","1",48,"1","0","0","5",4441000,15.3063901342742,1225,1
"127","2","1",52,"58","1",1166473.33333333,"4","0","1","1",48,"1","0","0","5",1166473.375,13.9694955454939,2704,0
"128","2","0",51,"55","1",882333.416666667,"4","0","1","1",48,"1","0","0","5",882333.4375,13.6903253105993,2601,1
"129","2","0",49,"79","4",3e+05,"5","1","3","2",48,"0","1","1","2",3e+05,12.6115377536383,2401,1
"130","2","1",60,"93","1",1483140,"5","1","1","1",54,"1","0","0","5",1483140,14.209672019901,3600,0
"131","3","1",30,"58","1",1304806.66666667,"5","1","1","1",48,"1","0","0","3",1304806.625,14.0815654076826,900,0
"132","3","0",60,"41","4",0,"4","0","3","2",84,"0","1","1","1",3e+05,12.6115377536383,3600,1
"133","3","1",32,"77","1",9e+05,"4","0","1","2",84,"0","0","1","2",9e+05,13.7101500423064,1024,0
"134","3","1",27,"58","1",1223140,"2","0","1","1",48,"1","0","0","3",1223140,14.0169318807262,729,0
"135","3","1",52,"79","4",6e+05,"5","1","1","2",70,"0","1","1","2",6e+05,13.3046849341983,2704,0
"136","3","0",48,"79","4",6e+05,"5","1","3","2",70,"0","1","1","2",6e+05,13.3046849341983,2304,1
"137","3","1",21,"19","1",737717,"6","0","1","1",48,"1","0","0","5",737717,13.5113155612049,441,0
"138","2","1",30,"15","1",1e+06,"6","0","1","1",48,"1","0","0","5",1e+06,13.8155105579643,900,0
"139","2","1",55,"98","4",0,"5","1","1","2",48,"0","1","1","1",986165.791666667,13.8015797651564,3025,0
"140","3","1",27,"8","1",3150000,"6","0","1","1",45,"1","0","0","5",3150000,14.9629130108018,729,0
"141","3","1",59,"45","1",1166473.33333333,"2","0","1","1",48,"1","0","0","5",1166473.375,13.9694955454939,3481,0
"142","3","0",57,"54","3",1300000,"3","0","1","1",40,"1","0","1","1",1300000,14.0778748224318,3249,1
"143","3","0",61,"55","4",450000,"2","0","3","2",48,"0","1","1","1",450000,13.0170028617465,3721,1
"144","3","1",52,"61","4",8e+05,"3","0","3","2",48,"0","1","1","1",8e+05,13.5923670066501,2704,0
"145","3","1",43,"84","1",8e+05,"5","1","1","2",65,"0","0","1","2",8e+05,13.5923670066501,1849,0
"146","2","1",42,"58","1",1403806.66666667,"6","0","1","1",48,"1","0","0","5",1403806.625,14.1546981226006,1764,0
"147","3","0",50,"44","4",350000,"6","0","3","2",28,"0","1","1","1",350000,12.7656884334656,2500,1
"148","4","0",26,"45","1",3e+06,"6","0","1","2",60,"0","0","1","2",3e+06,14.9141228466324,676,1
"149","4","0",48,"41","5",4e+06,"4","0","1","2",60,"0","0","1","2",4e+06,15.2018049190842,2304,1
"150","3","1",36,"84","4",1250000,"5","1","3","2",70,"0","1","1","2",1250000,14.0386541092785,1296,0
"151","2","1",22,"58","1",820857,"5","1","1","1",48,"1","0","0","4",820857,13.6181041954319,484,0
"152","3","1",44,"21","1",0,"6","0","1","1",50,"1","0","0","4",3337222.29166667,15.0206493697392,1936,0
"153","3","0",41,"39","1",3250000,"6","0","1","1",48,"1","0","0","5",3250000,14.9941655543059,1681,1
"154","2","1",73,"45","6",551017.5625,"2","0","1","2",60,"0","0","1","2",597752.066666667,13.3009313427243,5329,0
"155","2","0",44,"90","1",1254000,"5","1","1","1",48,"1","0","0","5",1254000,14.041849000175,1936,1
"156","2","1",21,"55","1",1383140,"6","0","1","1",48,"1","0","0","5",1383140,14.1398668347354,441,0
"157","2","1",19,"58","2",5e+05,"5","1","2","1",48,"1","0","0","5",5e+05,13.1223633774043,361,0
"158","2","1",37,"37","4",8e+05,"5","1","1","2",60,"0","1","1","1",8e+05,13.5923670066501,1369,0
"159","2","0",39,"79","1",941333.416666667,"6","0","1","1",98,"1","0","0","3",991333.4375,13.8068062224115,1521,1
"160","2","1",19,"58","2",3e+05,"5","1","2","1",70,"1","0","0","5",3e+05,12.6115377536383,361,0
"161","4","1",59,"3","1",7984166.66666667,"6","0","1","1",48,"1","0","1","2",7984166.5,15.8929709509644,3481,0
"162","4","0",53,"51","1",972394.166666667,"6","0","1","1",48,"1","0","1","2",972394.1875,13.7875165439278,2809,1
"163","4","0",51,"21","2",1e+07,"6","0","1","1",63,"1","0","0","5",1.2e+07,16.3004172077523,2601,1
"164","4","1",50,"45","4",2500000,"6","0","1","2",60,"0","1","1","1",2500000,14.7318012898384,2500,0
"165","4","1",31,"2","1",2683333.33333333,"6","0","1","1",48,"1","0","1","2",2683333.25,14.8025703296707,961,0
"166","4","0",56,"51","5",3e+06,"6","0","1","2",30,"0","0","0","3",3e+06,14.9141228466324,3136,1
"167","4","1",58,"42","5",3e+06,"6","0","1","2",40,"0","0","0","3",3e+06,14.9141228466324,3364,0
"168","4","0",28,"39","1",1623333.33333333,"6","0","1","1",36,"1","0","0","5",1623333.375,14.299992232058,784,1
"169","3","1",55,"81","4",0,"5","1","1","2",48,"0","1","1","1",840000,13.6411571708195,3025,0
"170","3","0",50,"41","4",6e+05,"5","1","1","2",40,"0","1","1","1",6e+05,13.3046849341983,2500,1
"171","3","1",26,"2","1",1300000,"6","0","1","1",48,"1","0","0","4",1300000,14.0778748224318,676,0
"172","3","0",46,"55","4",450000,"4","0","3","2",40,"0","1","1","1",450000,13.0170028617465,2116,1
"173","3","1",58,"93","4",9e+05,"2","0","3","2",48,"0","1","1","1",9e+05,13.7101500423064,3364,0
"174","2","0",57,"13","2",1550000,"6","0","2","1",40,"1","0","0","5",1550000,14.2537654888954,3249,1
"175","3","0",49,"77","1",6e+05,"6","0","1","1",60,"1","0","1","2",6e+05,13.3046849341983,2401,1
"176","2","0",58,"39","2",3375000,"6","0","1","1",48,"1","0","0","5",3375000,15.0319058822888,3364,1
"177","3","0",55,"45","4",4e+05,"4","0","1","2",40,"0","1","1","1",4e+05,12.8992198260901,3025,1
"178","3","1",25,"87","1",883357,"5","1","1","1",48,"1","0","0","4",883357,13.6914847013882,625,0
"179","2","0",29,"41","4",6e+05,"3","0","1","2",70,"0","1","1","1",6e+05,13.3046849341983,841,1
"180","2","1",36,"41","4",8e+05,"5","1","1","2",54,"0","1","1","1",8e+05,13.5923670066501,1296,0
"181","3","0",51,"55","4",360000,"3","0","1","2",45,"0","1","1","1",360000,12.7938593104323,2601,1
"182","3","0",26,"2","1",2654000,"6","0","1","1",48,"1","0","0","5",2654000,14.7915784938743,676,1
"183","1","0",57,"55","4",150000,"1","0","3","2",66,"0","1","1","1",150000,11.9183905730784,3249,1
"184","3","1",51,"91","1",1500000,"5","1","1","2",48,"0","0","1","2",1500000,14.2209756660724,2601,0
"185","3","1",45,"98","1",781000,"5","1","1","1",70,"1","0","1","2",781000,13.5683304288218,2025,0
"186","2","1",38,"98","1",916666.666666667,"5","1","1","1",48,"1","0","0","4",916666.6875,13.7284992037019,1444,0
"187","1","1",39,"79","4",1500000,"6","0","1","1",72,"1","1","1","1",1500000,14.2209756660724,1521,0
"188","3","1",36,"8","2",5287500,"6","0","1","1",54,"1","0","0","5",5287500,15.4808561023367,1296,0
"189","1","1",20,"98","1",5e+05,"4","0","3","2",50,"0","0","1","2",5e+05,13.1223633774043,400,0
"190","1","1",47,"98","4",1300000,"2","0","3","2",60,"0","1","1","1",1300000,14.0778748224318,2209,0
"191","1","0",49,"41","4",3e+05,"4","0","3","2",24,"0","1","1","1",3e+05,12.6115377536383,2401,1
"192","4","0",53,"6","1",1.8e+07,"6","0","1","1",56,"1","0","0","5",1.8e+07,16.7058823158604,2809,1
"193","4","0",27,"16","4",1500000,"6","0","1","1",60,"1","1","1","1",1500000,14.2209756660724,729,1
"194","2","1",22,"39","1",820857,"5","1","1","1",72,"1","0","0","5",820857,13.6181041954319,484,0
"195","2","0",50,"92","4",150000,"4","0","1","2",36,"0","1","1","1",150000,11.9183905730784,2500,1
"196","1","1",46,"95","1",820857,"3","0","1","1",48,"1","0","1","2",820857,13.6181041954319,2116,0
"197","1","1",42,"51","4",8e+05,"4","0","1","2",48,"0","1","1","1",8e+05,13.5923670066501,1764,0
"198","2","0",27,"79","1",849857,"5","1","1","1",48,"1","0","0","5",849857,13.6528233790192,729,1
"199","2","0",52,"59","1",1226473.33333333,"6","0","1","1",48,"1","0","0","5",1226473.375,14.0196534343325,2704,1
"200","1","1",64,"45","4",90000,"4","0","3","2",40,"0","1","1","1",90000,11.4075649493124,4096,0
"201","2","0",55,"54","3",250000,"5","1","2","2",48,"0","0","1","1",250000,12.4292161968444,3025,1
"202","2","1",37,"19","1",1300000,"6","0","1","1",48,"1","0","0","5",1300000,14.0778748224318,1369,0
"203","2","0",46,"54","4",8e+05,"6","0","1","1",48,"1","1","1","1",8e+05,13.5923670066501,2116,1
"204","1","1",63,"83","1",833333.333333333,"2","0","1","1",48,"1","0","0","5",833333.3125,13.6331889761703,3969,0
"205","2","0",49,"54","3",6e+05,"3","0","1","2",30,"0","0","1","1",6e+05,13.3046849341983,2401,1
"206","2","1",22,"59","1",850000,"5","1","3","2",48,"0","0","0","3",850000,13.6529916284665,484,0
"207","2","1",44,"36","1",1155000,"6","0","1","1",48,"1","0","0","5",975000,13.79019274998,1936,0
"208","1","1",23,"39","1",850023.666666667,"5","1","1","1",48,"1","0","0","5",850023.6875,13.6530194957253,529,0
"209","1","1",28,"39","1",7e+05,"2","0","3","2",60,"0","0","0","5",7e+05,13.4588356140255,784,0
"210","1","1",41,"58","1",820857,"4","0","1","1",48,"1","0","0","4",820857,13.6181041954319,1681,0
"211","2","1",45,"98","1",1087140,"5","1","1","1",48,"1","0","0","5",1087140,13.8990609526582,2025,0
"212","2","0",44,"32","1",1025640,"5","1","1","1",45,"1","0","1","2",1025640,13.8408273659481,1936,1
"213","2","1",40,"21","1",1266666.66666667,"6","0","1","1",50,"1","0","0","3",1266666.625,14.0518993031338,1600,0
"214","2","0",34,"3","1",1132300,"6","0","1","1",45,"1","0","0","5",1132300,13.9397615203021,1156,1
"215","3","1",26,"33","1",866690.333333333,"5","1","1","1",60,"1","0","1","2",866690.3125,13.6724369976053,676,0
"216","3","0",23,"55","1",941357,"5","1","1","1",40,"1","0","0","5",941357,13.7550777302542,529,1
"217","3","1",44,"51","1",8e+05,"3","0","3","2",45,"0","0","0","3",8e+05,13.5923670066501,1936,0
"218","3","0",20,"45","1",9e+05,"5","1","1","2",48,"0","0","1","2",9e+05,13.7101500423064,400,1
"219","3","1",44,"45","1",911333.416666667,"3","0","1","1",48,"1","0","1","2",911333.4375,13.7226641218993,1936,0
"220","3","1",20,"45","1",9e+05,"4","0","1","2",50,"0","0","1","2",9e+05,13.7101500423064,400,0
"221","3","1",21,"92","1",1316473.33333333,"5","1","1","1",48,"1","0","0","4",1316473.375,14.090467033635,441,0
"222","3","1",22,"45","1",0,"5","1","1","1",40,"1","0","1","2",833333.3125,13.6331889761703,484,0
"223","1","1",29,"98","1",0,"4","0","1","2",90,"0","0","1","2",790621,13.5805739915967,841,0
"224","3","1",24,"5","4",2800000,"6","0","1","1",40,"1","1","0","5",2800000,14.8451299751454,576,0
"225","2","0",38,"51","1",5e+05,"5","1","1","2",28,"0","0","1","2",5e+05,13.1223633774043,1444,1
"226","2","1",43,"37","1",8e+05,"5","1","1","2",40,"0","0","0","4",8e+05,13.5923670066501,1849,0
"227","2","1",32,"45","1",1e+06,"5","1","1","1",48,"1","0","1","2",1e+06,13.8155105579643,1024,0
"228","2","0",44,"45","4",5e+05,"5","1","3","2",38,"0","1","1","1",5e+05,13.1223633774043,1936,1
"229","2","0",51,"54","3",895690.333333333,"3","0","1","1",50,"1","0","1","1",1095690.25,13.9068950879328,2601,1
"230","2","0",19,"53","1",160000,"5","1","1","2",24,"0","0","1","2",160000,11.982929094216,361,1
"231","2","0",38,"53","1",1166473.33333333,"3","0","1","1",60,"1","0","0","3",1166473.375,13.9694955454939,1444,1
"232","2","1",43,"87","1",754383.666666667,"3","0","1","1",54,"1","0","0","5",754383.6875,13.5336563869234,1849,0
"233","2","1",54,"98","1",1070857,"5","1","1","1",40,"1","0","0","5",920857,13.7330600371672,2916,0
"234","2","0",67,"79","4",5e+05,"4","0","1","2",30,"0","1","1","1",5e+05,13.1223633774043,4489,1
"235","2","1",21,"56","1",737717,"5","1","1","1",48,"1","0","0","5",737717,13.5113155612049,441,0
"236","2","0",43,"54","3",882333.416666667,"5","1","1","1",50,"1","0","1","1",882333.4375,13.6903253105993,1849,1
"237","2","0",23,"33","1",0,"6","0","1","1",48,"1","0","0","5",1136242.65625,13.9432374613066,529,1
"238","2","0",43,"41","5",1e+06,"6","0","1","2",75,"0","0","1","2",1e+06,13.8155105579643,1849,1
"239","2","0",37,"45","1",3e+05,"3","0","3","2",40,"0","0","1","2",3e+05,12.6115377536383,1369,1
"240","2","0",24,"53","1",240000,"6","0","3","2",30,"0","0","1","2",240000,12.3883942023241,576,1
"241","2","1",46,"41","4",0,"5","1","1","1",60,"1","1","1","1",1010912.94285714,13.8263643843613,2116,0
"242","2","0",43,"55","1",900857,"5","1","1","1",46,"1","0","0","4",1080857,13.8932648029496,1849,1
"243","2","1",43,"33","1",1270333.41666667,"6","0","1","1",48,"1","0","0","5",1270333.375,14.0547899239877,1849,0
"244","2","1",33,"95","1",8e+05,"5","1","1","2",50,"0","0","0","3",8e+05,13.5923670066501,1089,0
"245","2","0",32,"6","1",3075000,"6","0","1","1",40,"1","0","0","5",3075000,14.9388154592228,1024,1
"246","2","1",33,"53","1",0,"5","1","1","1",50,"1","0","0","4",968495.428453947,13.7834990415846,1089,0
"247","2","1",52,"98","1",1737140,"5","1","1","1",48,"1","0","0","5",1737140,14.3677506407088,2704,0
"248","2","0",23,"33","1",1166473.33333333,"6","0","1","1",43,"1","0","0","4",1166473.375,13.9694955454939,529,1
