"","estrato1","sex","age","oficio","relab","impa","maxEducLevel","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","ln_y","age2","Mujer"
"4112","2","1",33,"98","4",8e+05,"5","1","1","2",48,"0","1","1","1",8e+05,13.5923670066501,1089,0
"4113","2","0",31,"41","4",8e+05,"6","0","1","2",50,"0","1","1","1",8e+05,13.5923670066501,961,1
"4114","4","0",30,"38","1",829000,"6","0","1","2",48,"0","0","0","4",829000,13.6279754341174,900,1
"4115","4","1",44,"39","2",3e+06,"6","0","1","1",48,"1","0","0","5",3e+06,14.9141228466324,1936,0
"4116","4","0",57,"13","2",4500000,"6","0","1","1",30,"1","0","0","5",4500000,15.3195879547405,3249,1
"4117","4","0",54,"13","2",1625000,"6","0","2","1",30,"1","0","0","5",1625000,14.301018373746,2916,1
"4118","2","1",23,"3","1",908211,"6","0","1","1",48,"1","0","0","5",908211,13.7192320094423,529,0
"4119","2","0",23,"33","1",0,"6","0","1","1",40,"1","0","0","4",1136242.65625,13.9432374613066,529,1
"4120","3","1",23,"45","1",980000,"6","0","3","2",50,"0","0","1","2",980000,13.7953078506468,529,0
"4121","3","1",20,"53","1",540000,"5","1","1","2",20,"0","0","1","2",4e+05,12.8992198260901,400,0
"4122","3","1",45,"58","1",1e+06,"5","1","1","2",50,"0","0","1","2",1e+06,13.8155105579643,2025,0
"4123","3","0",42,"57","4",750000,"5","1","1","2",48,"0","1","1","1",750000,13.5278284855125,1764,1
"4124","3","1",45,"58","1",927619.666666667,"5","1","1","1",60,"1","0","0","5",927619.6875,13.7403771082651,2025,0
"4125","2","0",37,"45","4",960000,"4","0","3","2",54,"0","1","1","1",960000,13.774688563444,1369,1
"4126","2","0",33,"45","1",931953,"5","1","1","1",48,"1","0","0","5",931953,13.7450376632116,1089,1
"4127","3","1",22,"3","1",980000,"6","0","1","2",45,"0","0","0","5",980000,13.7953078506468,484,0
"4128","3","0",56,"11","4",1e+06,"6","0","1","1",84,"1","1","1","1",1e+06,13.8155105579643,3136,1
"4129","3","0",34,"51","5",8e+05,"3","0","1","2",72,"0","0","1","2",8e+05,13.5923670066501,1156,1
"4130","3","0",57,"41","4",6e+05,"6","0","3","1",55,"0","1","1","1",6e+05,13.3046849341983,3249,1
"4131","1","0",53,"79","4",8e+05,"3","0","3","2",70,"0","1","1","2",8e+05,13.5923670066501,2809,1
"4132","2","0",46,"54","4",140000,"5","1","1","2",46,"0","1","1","1",140000,11.8493977015914,2116,1
"4133","1","1",39,"95","1",930929.416666667,"3","0","1","1",50,"1","0","0","3",930929.4375,13.7439387612279,1521,0
"4134","1","0",37,"54","4",120000,"5","1","3","2",10,"0","1","1","1",120000,11.6952470217642,1369,1
"4135","3","0",62,"45","1",7e+05,"4","0","1","2",30,"0","0","1","2",7e+05,13.4588356140255,3844,1
"4136","3","0",36,"21","5",2e+06,"6","0","1","2",70,"0","0","1","2",2e+06,14.5086577385242,1296,1
"4137","3","1",38,"41","4",0,"6","0","1","2",60,"0","1","1","1",1200000,13.9978321147582,1444,0
"4138","3","1",34,"98","1",781242,"5","1","1","2",48,"0","0","1","2",781242,13.5686402399803,1156,0
"4139","3","0",25,"53","1",720000,"5","1","3","2",54,"0","0","1","2",720000,13.4870064909922,625,1
"4140","2","1",56,"98","4",320000,"4","0","1","1",75,"1","1","1","1",320000,12.6760762747759,3136,0
"4141","2","1",54,"87","1",1084000,"4","0","1","1",48,"1","0","0","5",1084000,13.8961684609817,2916,0
"4142","2","1",23,"44","1",0,"6","0","1","1",50,"1","0","0","5",1437917.05357143,14.1787061337994,529,0
"4143","2","1",50,"58","1",1089044.33333333,"3","0","1","1",48,"1","0","0","5",1089044.375,13.9008111494779,2500,0
"4144","2","0",51,"45","4",5e+05,"3","0","1","2",20,"0","1","1","1",5e+05,13.1223633774043,2601,1
"4145","2","0",20,"39","1",869453,"5","1","1","1",40,"1","0","0","5",869453,13.6756195572614,400,1
"4146","2","1",21,"45","4",70000,"6","0","1","2",10,"0","1","1","2",70000,11.1562505210315,441,0
"4147","2","0",46,"81","6",964787.666666665,"5","1","1","2",48,"0","0","1","2",964787.6875,13.7796633431614,2116,1
"4148","2","1",57,"41","4",750000,"3","0","1","2",66,"0","1","1","2",750000,13.5278284855125,3249,0
"4149","2","0",19,"45","1",2e+05,"6","0","1","2",15,"0","0","1","2",270000,12.5061772379805,361,1
"4150","1","1",30,"98","1",899053,"2","0","1","1",48,"1","0","0","5",899053,13.7090972661098,900,0
"4151","2","0",49,"45","4",150000,"4","0","1","2",10,"0","1","1","1",150000,11.9183905730784,2401,1
"4152","2","1",20,"45","1",919453,"6","0","1","1",70,"1","0","0","5",919453,13.7315342069838,400,0
"4153","2","0",30,"97","4",450000,"2","0","1","2",70,"0","1","1","1",450000,13.0170028617465,900,1
"4154","2","1",29,"41","4",8e+05,"4","0","1","2",56,"0","1","1","1",8e+05,13.5923670066501,841,0
"4155","2","1",26,"45","1",1e+06,"3","0","1","2",77,"0","0","1","2",1e+06,13.8155105579643,676,0
"4156","4","1",52,"41","5",0,"6","0","1","1",72,"1","0","0","3",2797619.07142857,14.8442792817758,2704,0
"4157","4","0",50,"21","5",0,"6","0","1","1",48,"1","0","0","3",2150000,14.5809784001038,2500,1
"4158","3","1",51,"98","1",1288211,"5","1","1","1",40,"1","0","0","5",1288211,14.0687649921052,2601,0
"4159","3","0",54,"55","1",959453,"3","0","1","1",40,"1","0","0","5",869453,13.6756195572614,2916,1
"4160","3","1",28,"77","1",0,"6","0","1","1",48,"1","0","1","2",1483797.71875,14.2101153852987,784,0
"4161","4","0",24,"39","1",5e+06,"6","0","1","1",48,"1","0","0","5",5e+06,15.4249484703984,576,1
"4162","4","1",34,"30","1",3200000,"6","0","1","1",48,"1","0","0","5",3200000,14.97866136777,1156,0
"4163","4","1",57,"12","2",10750000,"6","0","1","1",48,"1","0","0","5",10750000,16.1904163125379,3249,0
"4164","4","0",24,"16","1",3500000,"6","0","1","1",48,"1","0","0","5",3500000,15.0682735264596,576,1
"4165","3","1",42,"95","1",1200000,"2","0","1","1",48,"1","0","0","4",1200000,13.9978321147582,1764,0
"4166","3","1",22,"33","1",1e+06,"6","0","1","1",48,"1","0","0","5",1e+06,13.8155105579643,484,0
"4167","2","1",75,"45","6",551017.5625,"2","0","3","2",15,"0","0","1","2",597752.066666667,13.3009313427243,5625,0
"4168","2","0",71,"41","4",5e+05,"2","0","3","2",15,"0","1","1","2",5e+05,13.1223633774043,5041,1
"4169","1","0",56,"83","1",50000,"1","0","3","2",8,"0","0","1","2",50000,10.8197782844103,3136,1
"4170","2","0",59,"54","3",80000,"3","0","1","2",8,"0","0","1","1",80000,11.289781913656,3481,1
"4171","2","0",48,"53","4",0,"4","0","1","2",55,"0","1","1","1",759046.738520408,13.5398186335601,2304,1
"4172","2","1",26,"95","1",869453,"6","0","1","1",48,"1","0","0","5",869453,13.6756195572614,676,0
"4173","2","1",55,"85","4",7e+05,"5","1","1","2",48,"0","1","1","1",7e+05,13.4588356140255,3025,0
"4174","2","1",45,"97","1",720833.333333333,"2","0","1","2",42,"0","0","1","2",720833.3125,13.4881632002183,2025,0
"4175","2","0",40,"79","4",4e+05,"3","0","3","2",48,"0","1","1","1",4e+05,12.8992198260901,1600,1
"4176","2","1",38,"95","4",5e+05,"2","0","1","2",40,"0","1","1","1",5e+05,13.1223633774043,1444,0
"4177","2","0",31,"32","2",1146211,"6","0","1","1",48,"1","0","0","5",1146211,13.9519722779827,961,1
"4178","1","0",51,"13","1",842718.416666667,"5","1","1","1",48,"1","0","0","5",842718.4375,13.6443881806003,2601,1
"4179","1","1",56,"77","1",910000,"2","0","1","2",66,"0","0","0","3",910000,13.721199878493,3136,0
"4180","1","1",20,"38","4",2e+05,"5","1","1","2",74,"0","1","1","1",2e+05,12.2060726455302,400,0
"4181","4","1",38,"41","4",3500000,"4","0","1","1",48,"1","1","1","1",3500000,15.0682735264596,1444,0
"4182","4","0",41,"41","4",2200000,"5","1","1","1",48,"1","1","1","1",2200000,14.6039679183285,1681,1
"4183","2","1",52,"41","4",0,"3","0","1","1",70,"1","1","1","1",1235238.0952381,14.0267742991291,2704,0
"4184","2","0",54,"41","4",6e+05,"3","0","1","2",84,"0","1","1","2",6e+05,13.3046849341983,2916,1
"4185","2","1",48,"41","4",6e+05,"3","0","1","2",84,"0","1","1","2",6e+05,13.3046849341983,2304,0
"4186","3","0",28,"3","4",781242,"6","0","1","2",48,"0","1","1","2",781242,13.5686402399803,784,1
"4187","2","1",42,"30","1",1950000,"6","0","1","1",48,"1","0","0","5",1950000,14.4833399305399,1764,0
"4188","2","0",38,"13","1",1409877.66666667,"6","0","1","1",40,"1","0","0","5",1409877.625,14.1590134678077,1444,1
"4189","1","1",26,"45","4",0,"6","0","1","2",48,"0","1","1","2",1311105.5,14.0863812324295,676,0
"4190","1","0",49,"79","4",4e+05,"5","1","1","2",48,"0","1","0","3",4e+05,12.8992198260901,2401,1
"4191","1","0",34,"45","1",720000,"5","1","1","2",60,"0","0","1","2",720000,13.4870064909922,1156,1
"4192","2","0",38,"59","1",2659166.66666667,"6","0","1","1",48,"1","0","0","5",2359166.75,14.6738190426233,1444,1
"4193","2","1",21,"39","4",150000,"6","0","1","2",10,"0","1","1","1",150000,11.9183905730784,441,0
"4194","3","1",21,"45","1",672000,"5","1","3","2",48,"0","0","1","2",672000,13.4180136195053,441,0
"4195","3","0",47,"45","4",2e+05,"5","1","3","2",54,"0","1","1","1",2e+05,12.2060726455302,2209,1
"4196","3","0",58,"54","4",250000,"5","1","1","2",30,"0","1","1","1",250000,12.4292161968444,3364,1
"4197","3","1",29,"91","1",983119.666666667,"5","1","1","1",48,"1","0","0","4",983119.6875,13.7984861490929,841,0
"4198","3","1",37,"39","1",983119.666666667,"4","0","1","1",48,"1","0","0","3",983119.6875,13.7984861490929,1369,0
"4199","3","1",33,"84","4",3e+05,"4","0","1","2",48,"0","1","1","1",3e+05,12.6115377536383,1089,0
"4200","3","1",50,"45","4",7e+05,"2","0","3","2",48,"0","1","1","1",7e+05,13.4588356140255,2500,0
"4201","2","0",34,"54","3",560000,"6","0","1","2",32,"0","0","1","1",560000,13.2356920627113,1156,1
"4202","2","1",51,"98","1",1870666.66666667,"5","1","1","1",63,"1","0","0","5",1870666.625,14.4418054092627,2601,0
"4203","2","0",48,"41","5",1e+06,"5","1","1","2",90,"0","0","1","2",1e+06,13.8155105579643,2304,1
"4204","2","1",29,"53","1",781242,"6","0","1","2",53,"0","0","1","2",781242,13.5686402399803,841,0
"4205","2","0",19,"45","6",310000,"6","0","1","2",6,"0","0","1","2",333333.333333333,12.7168982692962,361,1
"4206","2","1",24,"49","4",8e+05,"5","1","1","2",72,"0","1","1","1",8e+05,13.5923670066501,576,0
"4207","2","0",19,"39","1",781242,"6","0","1","2",40,"0","0","0","5",781242,13.5686402399803,361,1
"4208","3","0",33,"45","1",5e+05,"6","0","1","1",40,"1","0","1","2",5e+05,13.1223633774043,1089,1
"4209","3","1",23,"87","1",930929.416666667,"6","0","1","1",48,"1","0","0","4",930929.4375,13.7439387612279,529,0
"4210","3","1",26,"98","4",8e+05,"5","1","1","2",50,"0","1","1","1",8e+05,13.5923670066501,676,0
"4211","3","1",57,"87","4",7e+05,"3","0","3","2",48,"0","1","1","1",7e+05,13.4588356140255,3249,0
"4212","3","0",52,"79","4",4e+05,"4","0","3","2",40,"0","1","1","1",4e+05,12.8992198260901,2704,1
"4213","2","1",25,"37","4",8e+05,"5","1","1","1",30,"1","1","1","1",8e+05,13.5923670066501,625,0
"4214","2","0",25,"44","1",1059044.33333333,"5","1","1","1",48,"1","0","0","5",1059044.375,13.8728775264441,625,1
"4215","2","1",42,"97","4",8e+05,"2","0","3","2",42,"0","1","1","1",8e+05,13.5923670066501,1764,0
"4216","3","1",55,"80","1",930929.416666667,"4","0","1","1",48,"1","0","0","5",930929.4375,13.7439387612279,3025,0
"4217","2","0",28,"45","4",9e+05,"3","0","1","2",48,"0","1","1","1",9e+05,13.7101500423064,784,1
"4218","3","0",59,"80","4",150000,"3","0","3","2",30,"0","1","1","1",150000,11.9183905730784,3481,1
"4219","3","0",39,"80","1",869453,"4","0","1","1",48,"1","0","0","3",869453,13.6756195572614,1521,1
"4220","3","0",23,"80","1",781242,"4","0","3","2",48,"0","0","0","3",781242,13.5686402399803,529,1
"4221","2","1",28,"42","1",1248211,"6","0","1","1",48,"1","0","0","5",1248211,14.0372218841335,784,0
"4222","2","0",30,"38","1",3588211,"6","0","1","1",48,"1","0","0","5",3588211,15.0931643075666,900,1
"4223","2","0",23,"38","1",0,"5","1","1","1",48,"1","0","0","5",1032169.30514706,13.8471732669431,529,1
"4224","2","1",57,"95","4",6e+05,"4","0","1","2",48,"0","1","1","1",6e+05,13.3046849341983,3249,0
"4225","2","0",36,"45","1",250000,"6","0","1","3",9,"1","0","1","2",250000,12.4292161968444,1296,1
"4226","2","1",30,"8","4",6e+05,"6","0","1","2",48,"0","1","1","1",6e+05,13.3046849341983,900,0
"4227","2","1",28,"13","1",875000,"6","0","1","1",30,"1","0","0","5",1675000,14.3313237232413,784,0
"4228","2","1",28,"39","1",1112333.33333333,"6","0","1","1",48,"1","0","0","5",1112333.375,13.9219705065242,784,0
"4229","2","0",28,"34","4",8e+05,"6","0","1","2",20,"0","1","1","2",8e+05,13.5923670066501,784,1
"4230","2","1",41,"41","4",4e+05,"6","0","3","2",35,"0","1","1","1",4e+05,12.8992198260901,1681,0
"4231","2","0",55,"54","4",150000,"3","0","3","1",50,"0","1","1","1",150000,11.9183905730784,3025,1
"4232","2","0",27,"45","4",680000,"3","0","3","2",42,"0","1","1","1",680000,13.4298480771523,729,1
"4233","2","1",33,"59","1",899453,"2","0","1","1",40,"1","0","0","5",899453,13.7095420797569,1089,0
"4234","3","1",31,"30","1",2310000,"6","0","1","1",48,"1","0","0","5",2310000,14.652758082498,961,0
"4235","3","0",30,"44","1",1855833.33333333,"6","0","1","1",40,"1","0","0","5",1835833.375,14.4230090916868,900,1
"4236","2","1",26,"58","1",1044000,"5","1","1","1",48,"1","0","0","5",1044000,13.8585700474247,676,0
"4237","2","1",68,"98","4",4e+05,"5","1","1","3",30,"1","1","1","1",4e+05,12.8992198260901,4624,0
"4238","2","0",51,"41","5",250000,"2","0","1","2",84,"0","0","1","2",250000,12.4292161968444,2601,1
"4239","2","0",31,"57","4",8e+05,"6","0","1","2",28,"0","1","1","2",8e+05,13.5923670066501,961,1
"4240","2","0",26,"16","1",1300000,"6","0","1","1",45,"1","0","0","4",1300000,14.0778748224318,676,1
"4241","2","1",19,"77","1",80000,"6","0","1","2",4,"0","0","1","2",80000,11.289781913656,361,0
"4242","2","1",48,"39","1",927786.333333333,"6","0","1","1",60,"1","0","0","3",927786.3125,13.7405567185503,2304,0
"4243","2","0",45,"59","1",1063333.33333333,"6","0","1","1",66,"1","0","0","5",1063333.375,13.8769192252779,2025,1
"4244","2","0",28,"45","4",9e+05,"5","1","1","2",70,"0","1","1","1",9e+05,13.7101500423064,784,1
"4245","3","0",57,"54","3",846345.5,"2","0","1","1",60,"1","0","1","1",846345.5,13.6486829476539,3249,1
"4246","2","1",38,"98","4",7e+05,"4","0","1","1",36,"1","1","0","5",7e+05,13.4588356140255,1444,0
"4247","2","1",29,"98","1",1633211,"5","1","1","1",60,"1","0","0","5",1293211,14.0726388308288,841,0
"4248","2","0",32,"54","4",80000,"5","1","1","2",30,"0","1","1","1",80000,11.289781913656,1024,1
"4249","2","1",42,"98","1",1864877.66666667,"2","0","1","1",66,"1","0","0","5",1864877.625,14.4387059922852,1764,0
"4250","2","0",24,"45","1",480000,"6","0","3","2",25,"0","0","1","2",480000,13.0815413828841,576,1
"4251","2","1",55,"93","1",5e+05,"3","0","1","2",60,"0","0","1","2",5e+05,13.1223633774043,3025,0
"4252","2","0",66,"55","4",2e+05,"3","0","3","2",8,"0","1","1","1",2e+05,12.2060726455302,4356,1
"4253","2","1",60,"95","4",6e+05,"4","0","3","2",48,"0","1","1","1",6e+05,13.3046849341983,3600,0
"4254","2","1",23,"21","1",937500,"6","0","1","1",48,"1","0","0","4",937500,13.7509720368267,529,0
"4255","2","1",64,"41","4",8e+05,"4","0","1","2",70,"0","1","1","2",8e+05,13.5923670066501,4096,0
"4256","2","0",59,"41","4",8e+05,"5","1","1","2",70,"0","1","1","2",8e+05,13.5923670066501,3481,1
"4257","2","1",56,"41","4",0,"3","0","1","2",32,"0","1","1","1",1235238.0952381,14.0267742991291,3136,0
"4258","2","0",24,"45","4",3e+05,"6","0","3","2",84,"0","1","1","1",3e+05,12.6115377536383,576,1
"4259","2","0",57,"45","1",918211,"5","1","1","1",48,"1","0","0","5",918211,13.7301824906863,3249,1
"4260","3","0",39,"11","1",3666666.66666667,"6","0","1","1",40,"1","0","0","4",3666666.75,15.1147935648218,1521,1
"4261","2","1",46,"91","4",3e+06,"6","0","1","2",60,"0","1","1","1",3e+06,14.9141228466324,2116,0
"4262","2","0",44,"59","1",1751266.66666667,"6","0","1","1",48,"1","0","0","5",1751266.75,14.3758499411843,1936,1
"4263","3","1",82,"93","4",6e+05,"2","0","1","2",40,"0","1","1","1",6e+05,13.3046849341983,6724,0
"4264","2","1",35,"58","1",1050000,"5","1","1","1",66,"1","0","0","4",1050000,13.8643007221337,1225,0
"4265","2","0",56,"54","4",170000,"4","0","1","2",50,"0","1","1","1",170000,12.0435537160324,3136,1
"4266","2","1",56,"59","4",1280000,"2","0","1","1",48,"1","1","0","5",1280000,14.0623706358958,3136,0
"4267","3","0",34,"44","1",3333333.33333333,"6","0","1","1",60,"1","0","0","5",3333333.25,15.0194833372902,1156,1
"4268","2","0",24,"3","1",1988000,"6","0","1","1",45,"1","0","0","5",1988000,14.5026396661987,576,1
"4269","2","1",34,"41","5",0,"4","0","1","2",100,"0","0","1","2",981460.315476191,13.7967968593557,1156,0
"4270","2","0",29,"33","6",992938.222222223,"5","1","1","2",105,"0","0","1","2",992938.208333333,13.8084237138336,841,1
"4271","2","1",27,"98","1",8e+05,"5","1","1","2",48,"0","0","0","5",8e+05,13.5923670066501,729,0
"4272","2","0",29,"39","1",898453,"5","1","1","1",36,"1","0","0","5",898453,13.708429674433,841,1
"4273","2","1",48,"33","1",781242,"3","0","1","2",54,"0","0","0","3",781242,13.5686402399803,2304,0
"4274","3","1",68,"98","4",0,"5","1","1","3",60,"1","1","1","1",1232589.03846399,14.0246274244511,4624,0
"4275","3","0",65,"79","4",4e+05,"5","1","1","2",48,"0","1","1","1",4e+05,12.8992198260901,4225,1
"4276","3","0",20,"97","1",1183333.33333333,"5","1","1","1",48,"1","0","0","5",1183333.375,13.9838459079948,400,1
"4277","2","1",65,"45","4",0,"4","0","1","2",40,"0","1","1","1",729564.300701531,13.5002027865856,4225,0
"4278","2","1",24,"87","4",7e+05,"4","0","3","2",40,"0","1","1","1",7e+05,13.4588356140255,576,0
"4279","2","0",20,"55","4",4e+05,"4","0","1","2",8,"0","1","1","1",4e+05,12.8992198260901,400,1
"4280","2","1",52,"95","1",4e+05,"5","1","1","2",48,"0","0","1","2",4e+05,12.8992198260901,2704,0
"4281","2","1",47,"98","1",1101666.66666667,"2","0","1","1",48,"1","0","0","4",1101666.625,13.9123347047783,2209,0
"4282","2","1",19,"39","1",380000,"6","0","1","2",48,"0","0","0","4",380000,12.8479265317026,361,0
"4283","2","1",37,"39","1",0,"6","0","1","1",46,"1","0","0","5",1223272.125,14.017039896051,1369,0
"4284","2","0",26,"39","1",2500000,"6","0","1","1",48,"1","0","0","4",2500000,14.7318012898384,676,1
"4285","2","1",44,"38","1",0,"6","0","1","1",48,"1","0","0","5",1163108.225,13.9666064839211,1936,0
"4286","2","1",27,"44","1",1454044.33333333,"6","0","1","1",46,"1","0","0","5",1454044.375,14.1898594558671,729,0
"4287","2","1",30,"19","4",2e+06,"6","0","1","1",48,"1","1","1","2",2e+06,14.5086577385242,900,0
"4288","2","1",65,"99","4",8e+05,"2","0","1","2",72,"0","1","1","1",8e+05,13.5923670066501,4225,0
"4289","2","0",30,"54","3",910000,"6","0","1","1",48,"1","0","1","1",910000,13.721199878493,900,1
"4290","2","1",32,"58","1",1409877.66666667,"5","1","1","1",48,"1","0","0","5",1409877.625,14.1590134678077,1024,0
"4291","3","1",62,"98","4",850000,"3","0","1","1",60,"1","1","1","1",850000,13.6529916284665,3844,0
"4292","2","1",33,"98","1",1160929.41666667,"4","0","1","1",48,"1","0","0","5",1160929.375,13.9647314276497,1089,0
"4293","2","0",58,"41","4",6e+05,"3","0","3","2",74,"0","1","1","1",6e+05,13.3046849341983,3364,1
"4294","2","1",20,"58","1",1150000,"5","1","1","1",48,"1","0","1","2",1150000,13.9552725003394,400,0
"4295","2","0",37,"79","4",5e+05,"6","0","3","2",50,"0","1","1","2",5e+05,13.1223633774043,1369,1
"4296","2","1",45,"79","4",5e+05,"6","0","3","2",50,"0","1","1","2",5e+05,13.1223633774043,2025,0
"4297","3","1",29,"83","1",866242,"5","1","1","1",48,"1","0","0","3",866242,13.6719195942344,841,0
"4298","3","0",22,"44","1",837742,"5","1","1","1",48,"1","0","0","5",837742,13.6384654561657,484,1
"4299","3","1",28,"98","4",8e+05,"4","0","1","2",48,"0","1","1","1",8e+05,13.5923670066501,784,0
"4300","3","0",27,"39","1",806242,"5","1","1","1",48,"1","0","0","5",806242,13.6001392245623,729,1
"4301","3","0",48,"39","1",781242,"5","1","1","1",48,"1","0","0","5",781242,13.5686402399803,2304,1
"4302","2","0",44,"45","1",930929.416666667,"6","0","1","1",48,"1","0","0","5",930929.4375,13.7439387612279,1936,1
"4303","3","1",53,"51","5",6e+05,"2","0","1","1",24,"1","0","1","2",6e+05,13.3046849341983,2809,0
"4304","3","0",57,"53","5",6e+05,"5","1","1","2",24,"0","0","1","2",6e+05,13.3046849341983,3249,1
"4305","3","1",20,"53","1",480000,"5","1","1","2",24,"0","0","1","2",480000,13.0815413828841,400,0
"4306","3","0",42,"55","1",1e+06,"3","0","3","2",40,"0","0","1","2",1e+06,13.8155105579643,1764,1
"4307","3","0",25,"54","3",1257333.33333333,"6","0","1","1",90,"1","0","1","2",1257333.375,14.0445036672063,625,1
"4308","3","1",27,"97","1",580000,"3","0","1","2",48,"0","0","1","2",580000,13.2707833825226,729,0
"4309","2","1",22,"39","1",933119.666666667,"6","0","1","2",48,"0","0","0","4",933119.6875,13.7462887540243,484,0
"4310","2","0",47,"39","1",988929.416666667,"5","1","1","1",55,"1","0","0","4",988929.4375,13.804378260739,2209,1
"4311","2","0",48,"54","3",844825.333333333,"5","1","1","2",50,"0","0","1","1",844825.3125,13.6468851541983,2304,1
"4312","4","1",54,"39","4",3e+06,"6","0","1","2",40,"0","1","1","1",3e+06,14.9141228466324,2916,0
"4313","4","0",41,"21","1",4433333.33333333,"6","0","1","1",40,"1","0","0","5",4433333.5,15.3046623421179,1681,1
"4314","2","0",45,"79","1",1240544.33333333,"4","0","1","1",50,"1","0","0","4",1240544.375,14.0310608533404,2025,1
"4315","2","1",45,"83","1",433333.333333333,"5","1","1","2",27,"0","0","1","2",433333.34375,12.9792625578021,2025,0
"4316","3","1",37,"45","1",949461,"5","1","1","1",48,"1","0","0","4",949461,13.7636497341413,1369,0
"4317","3","1",61,"98","1",843742,"4","0","1","1",48,"1","0","0","4",843742,13.6456020396424,3721,0
"4318","3","0",36,"45","1",1018211,"6","0","1","1",48,"1","0","0","4",1018211,13.8335577237705,1296,1
"4319","3","0",51,"53","4",4e+05,"2","0","3","2",48,"0","1","1","1",4e+05,12.8992198260901,2601,1
"4320","2","0",40,"3","1",1200544.33333333,"6","0","1","1",48,"1","0","0","5",1200544.375,13.9982856577254,1600,1
"4321","2","0",39,"45","1",948333.333333333,"5","1","1","1",48,"1","0","0","5",948333.3125,13.7624613149061,1521,1
"4322","2","1",74,"45","4",6e+05,"2","0","3","2",42,"0","1","1","1",6e+05,13.3046849341983,5476,0
"4323","2","0",39,"3","1",1123211,"6","0","1","1",48,"1","0","0","5",1123211,13.931702105653,1521,1
"4324","2","1",43,"3","1",1064877.66666667,"6","0","1","1",48,"1","0","0","5",1064877.625,13.8783704444202,1849,0
"4325","2","1",52,"18","4",6e+05,"5","1","1","1",60,"1","1","0","3",6e+05,13.3046849341983,2704,0
"4326","2","1",41,"87","1",1174877.66666667,"4","0","1","1",48,"1","0","0","3",1174877.625,13.9766745512003,1681,0
"4327","1","1",27,"55","1",869453,"5","1","1","1",48,"1","0","0","5",869453,13.6756195572614,729,0
"4328","1","0",57,"55","4",3e+05,"4","0","1","1",20,"1","1","1","1",3e+05,12.6115377536383,3249,1
"4329","1","0",26,"55","1",869453,"6","0","1","1",48,"1","0","0","5",869453,13.6756195572614,676,1
"4330","1","0",31,"79","4",6e+05,"4","0","3","2",45,"0","1","1","1",6e+05,13.3046849341983,961,1
"4331","1","1",37,"93","1",0,"5","1","1","2",50,"0","0","0","3",450000,13.0170028617465,1369,0
"4332","2","0",25,"45","1",970929.416666667,"5","1","1","1",48,"1","0","0","5",970929.4375,13.786009074705,625,1
"4333","2","1",28,"39","1",2068211,"5","1","1","1",48,"1","0","0","5",2068211,14.5421945403534,784,0
"4334","2","0",30,"45","1",964929.416666667,"4","0","1","1",48,"1","0","0","5",964929.4375,13.7798102558859,900,1
"4335","1","1",41,"41","4",2200000,"5","1","1","1",93,"1","1","1","2",2200000,14.6039679183285,1681,0
"4336","1","0",26,"45","6",982349.694444447,"5","1","1","2",50,"0","0","1","2",974349.6875,13.7895255402656,676,1
"4337","1","0",37,"54","3",480000,"3","0","1","2",44,"0","0","1","1",660000,13.3999951140026,1369,1
"4338","1","0",20,"45","1",790063,"5","1","1","1",48,"1","0","0","5",790063,13.579867968099,400,1
"4339","1","1",26,"58","1",869453,"5","1","1","1",48,"1","0","0","4",869453,13.6756195572614,676,0
"4340","4","1",65,"95","4",5e+06,"4","0","1","2",60,"0","1","1","1",5e+06,15.4249484703984,4225,0
"4341","2","1",60,"97","4",7e+05,"2","0","3","2",72,"0","1","1","1",7e+05,13.4588356140255,3600,0
"4342","1","0",25,"53","1",5e+05,"5","1","1","2",50,"0","0","1","2",5e+05,13.1223633774043,625,1
"4343","1","1",28,"3","1",862484,"6","0","1","1",48,"1","0","0","4",862484,13.6675718769909,784,0
"4344","2","0",40,"38","1",948211,"6","0","1","1",48,"1","0","0","5",948211,13.7623323303109,1600,1
"4345","2","0",53,"45","4",1e+06,"4","0","3","2",56,"0","1","1","2",1e+06,13.8155105579643,2809,1
"4346","2","1",58,"16","4",1e+06,"3","0","3","2",77,"0","1","1","2",1e+06,13.8155105579643,3364,0
"4347","2","1",23,"98","1",988211,"6","0","1","1",48,"1","0","0","5",988211,13.8036515166818,529,0
"4348","2","0",49,"59","3",930929.416666667,"4","0","1","2",50,"0","0","1","1",930929.4375,13.7439387612279,2401,1
"4349","2","1",61,"95","1",1758000,"4","0","1","1",48,"1","0","0","5",1758000,14.3796873572273,3721,0
"4350","2","1",34,"9","1",0,"6","0","1","1",40,"1","0","0","5",2770833.375,14.8346586903157,1156,0
"4351","2","1",29,"8","1",3033333.33333333,"6","0","1","1",40,"1","0","0","5",3033333.25,14.9251726553464,841,0
"4352","2","1",33,"8","1",4820833.33333333,"6","0","1","1",40,"1","0","0","5",4820833.5,15.3884573963881,1089,0
"4353","2","0",34,"90","1",1068211,"5","1","1","1",48,"1","0","0","5",1068211,13.8814958445318,1156,1
"4354","2","1",35,"98","1",1318211,"5","1","1","1",48,"1","0","0","5",1318211,14.0917860722784,1225,0
"4355","2","1",53,"85","4",6e+05,"5","1","2","3",40,"1","1","1","1",6e+05,13.3046849341983,2809,0
